分类名称,语言,自然表达,金额,币种,备注,日期规则,展开日期
还贷支出,zh,花呗分期每月还300元,300,CNY,花呗分期,anchor,2026-08-31
还贷支出,en,Huabei installment monthly payment 300 yuan,300,CNY,Huabei installment,anchor,2026-08-31
还贷支出,zh,借呗提前还款手续费50块,50,CNY,手续费,anchor,2026-08-31
还贷支出,en,Jiebei early repayment fee 50 bucks,50,CNY,early repayment fee,anchor,2026-08-31
还贷支出,zh,经营性贷款月供15000元,15000,CNY,经营贷,anchor,2026-08-31
还贷支出,en,business operating loan monthly payment 15000 yuan,15000,CNY,business loan,anchor,2026-08-31
还贷支出,zh,香港现金套现每月还款5000HKD,5000,HKD,套现还款,anchor,2026-08-31
还贷支出,en,Hong Kong cash advance repayment 5000 HKD monthly,5000,HKD,cash advance repayment,anchor,2026-08-31
还贷支出,zh,助学贷款利息每年500元,500,CNY,助学利息,anchor,2026-08-31
还贷支出,en,student loan interest 500 yuan per year,500,CNY,student loan interest,anchor,2026-08-31
还贷支出,zh,房贷LPR调整后多还200块,200,CNY,LPR调整,anchor,2026-08-31
还贷支出,en,mortgage LPR adjustment extra payment 200 bucks,200,CNY,LPR adjustment,anchor,2026-08-31
还贷支出,zh,信用卡最低还款800元,800,CNY,最低还款,anchor,2026-08-31
还贷支出,en,credit card minimum payment 800 yuan,800,CNY,minimum payment,anchor,2026-08-31
还贷支出,zh,香港卡数还款8000HKD,8000,HKD,卡数还款,anchor,2026-08-31
还贷支出,en,Hong Kong card cash repayment 8000 HKD,8000,HKD,card cash repayment,anchor,2026-08-31
还贷支出,zh,装修贷提前还50000元,50000,CNY,提前还贷,anchor,2026-08-31
还贷支出,en,renovation loan early repayment 50000 yuan,50000,CNY,early loan repayment,anchor,2026-08-31
还贷支出,zh,京东金条还款1000块,1000,CNY,金条,anchor,2026-08-31
还贷支出,en,JD Jintiao repayment 1000 bucks,1000,CNY,Jintiao,anchor,2026-08-31
还贷支出,zh,房贷还款银行卡扣款5000元,5000,CNY,自动扣款,anchor,2026-08-31
还贷支出,en,mortgage bank auto-deduction 5000 yuan,5000,CNY,auto deduction,anchor,2026-08-31
还贷支出,zh,香港易借宝还款3000HKD,3000,HKD,易借宝,anchor,2026-08-31
还贷支出,en,Hong Kong Yijiebao repayment 3000 HKD,3000,HKD,Yijiebao,anchor,2026-08-31
还贷支出,zh,车贷解压费200元,200,CNY,解压费,anchor,2026-08-31
还贷支出,en,car loan release fee 200 yuan,200,CNY,release fee,anchor,2026-08-31
还贷支出,zh,网贷结清证明手续费50块,50,CNY,结清手续费,anchor,2026-08-31
还贷支出,en,online loan settlement certificate fee 50 bucks,50,CNY,settlement fee,anchor,2026-08-31
还贷支出,zh,房贷退税到账12000元,12000,CNY,退税到账,anchor,2026-08-31
还贷支出,en,mortgage tax refund received 12000 yuan,12000,CNY,tax refund received,anchor,2026-08-31
还贷支出,zh,香港贷款罚息500HKD,500,HKD,罚息,anchor,2026-08-31
还贷支出,en,Hong Kong loan penalty interest 500 HKD,500,HKD,penalty interest,anchor,2026-08-31
还贷支出,zh,香港花呗还款2000HKD,2000,HKD,花呗,anchor,2026-08-31
还贷支出,en,Hong Kong Huabei repayment 2000 HKD,2000,HKD,Huabei,anchor,2026-08-31
税费支出,zh,昨天个人所得税扣了800元,800,CNY,个税,rel:-1,2026-08-30
税费支出,en,yesterday personal income tax deducted 800 yuan,800,CNY,personal income tax,rel:-1,2026-08-30
税费支出,zh,房产税交了5000块,5000,CNY,房产税,anchor,2026-08-31
税费支出,en,property tax paid 5000 bucks,5000,CNY,property tax,anchor,2026-08-31
税费支出,zh,香港薪俸税扣了3000HKD,3000,HKD,薪俸税,anchor,2026-08-31
税费支出,en,Hong Kong salaries tax deducted 3000 HKD,3000,HKD,salaries tax,anchor,2026-08-31
税费支出,zh,增值税交了2000元,2000,CNY,增值税,anchor,2026-08-31
税费支出,en,value-added tax paid 2000 yuan,2000,CNY,value-added tax,anchor,2026-08-31
税费支出,zh,车辆购置税花了12000块,12000,CNY,购置税,anchor,2026-08-31
税费支出,en,vehicle purchase tax cost 12000 bucks,12000,CNY,vehicle purchase tax,anchor,2026-08-31
税费支出,zh,本周五印花税交了500元,500,CNY,印花税,weekday:5,2026-09-04
税费支出,en,this Friday stamp duty paid 500 yuan,500,CNY,stamp duty,weekday:5,2026-09-04
税费支出,zh,物业税交了1800HKD,1800,HKD,物业税,anchor,2026-08-31
税费支出,en,property tax paid 1800 HKD,1800,HKD,property tax,anchor,2026-08-31
税费支出,zh,个税专项补缴1200元,1200,CNY,个税补缴,anchor,2026-08-31
税费支出,en,personal income tax special back payment 1200 yuan,1200,CNY,personal income tax back payment,anchor,2026-08-31
税费支出,zh,海外消费税300USD,300,USD,海外消费税,anchor,2026-08-31
税费支出,en,overseas consumption tax 300 USD,300,USD,overseas consumption tax,anchor,2026-08-31
税费支出,zh,契税花了9000块,9000,CNY,契税,anchor,2026-08-31
税费支出,en,deed tax cost 9000 bucks,9000,CNY,deed tax,anchor,2026-08-31
税费支出,zh,8月15日企业所得税交了20000元,20000,CNY,企业所得税,ymd:2026-08-15,2026-08-15
税费支出,en,Aug 15 corporate income tax paid 20000 yuan,20000,CNY,corporate income tax,ymd:2026-08-15,2026-08-15
税费支出,zh,车船税每年360块,360,CNY,车船税,anchor,2026-08-31
税费支出,en,vehicle and vessel tax 360 bucks per year,360,CNY,vehicle and vessel tax,anchor,2026-08-31
税费支出,zh,香港利得税15000HKD,15000,HKD,利得税,anchor,2026-08-31
税费支出,en,Hong Kong profits tax 15000 HKD,15000,HKD,profits tax,anchor,2026-08-31
税费支出,zh,城市维护建设税200元,200,CNY,城建税,anchor,2026-08-31
税费支出,en,urban maintenance and construction tax 200 yuan,200,CNY,urban maintenance tax,anchor,2026-08-31
税费支出,zh,教育费附加100块,100,CNY,教育附加,anchor,2026-08-31
税费支出,en,education surcharge 100 bucks,100,CNY,education surcharge,anchor,2026-08-31
税费支出,zh,土地增值税50000元,50000,CNY,土地增值税,anchor,2026-08-31
税费支出,en,land value-added tax 50000 yuan,50000,CNY,land value-added tax,anchor,2026-08-31
税费支出,zh,香港差饷每年5000HKD,5000,HKD,差饷,anchor,2026-08-31
税费支出,en,Hong Kong rates 5000 HKD per year,5000,HKD,rates,anchor,2026-08-31
税费支出,zh,个人经营所得税3000元,3000,CNY,经营所得税,anchor,2026-08-31
税费支出,en,personal business income tax 3000 yuan,3000,CNY,business income tax,anchor,2026-08-31
税费支出,zh,消费税1500块,1500,CNY,消费税,anchor,2026-08-31
税费支出,en,consumption tax 1500 bucks,1500,CNY,consumption tax,anchor,2026-08-31
税费支出,zh,耕地占用税8000元,8000,CNY,耕地占用税,anchor,2026-08-31
税费支出,en,farmland occupation tax 8000 yuan,8000,CNY,farmland occupation tax,anchor,2026-08-31
税费支出,zh,今天明天香港印花税都2000HKD,2000,HKD,香港印花税,"rel:0,1",2026-08-31|2026-09-01
税费支出,en,today and tomorrow Hong Kong stamp duty 2000 HKD each,2000,HKD,Hong Kong stamp duty,"rel:0,1",2026-08-31|2026-09-01
税费支出,zh,资源税500元,500,CNY,资源税,anchor,2026-08-31
税费支出,en,resource tax 500 yuan,500,CNY,resource tax,anchor,2026-08-31
税费支出,zh,房产税补缴2000块,2000,CNY,房产税补缴,anchor,2026-08-31
税费支出,en,property tax back payment 2000 bucks,2000,CNY,property tax back payment,anchor,2026-08-31
税费支出,zh,城镇土地使用税1000元,1000,CNY,土地使用税,anchor,2026-08-31
税费支出,en,urban land use tax 1000 yuan,1000,CNY,land use tax,anchor,2026-08-31
税费支出,zh,香港博彩税1000HKD,1000,HKD,博彩税,anchor,2026-08-31
税费支出,en,Hong Kong betting duty 1000 HKD,1000,HKD,betting duty,anchor,2026-08-31
税费支出,zh,关税3000元,3000,CNY,关税,anchor,2026-08-31
税费支出,en,customs duty 3000 yuan,3000,CNY,customs duty,anchor,2026-08-31
税费支出,zh,车辆购置税减半后6000块,6000,CNY,购置税减半,anchor,2026-08-31
税费支出,en,vehicle purchase tax after half-rate 6000 bucks,6000,CNY,half-rate purchase tax,anchor,2026-08-31
税费支出,zh,契税首套1.5%共9000元,9000,CNY,首套契税,anchor,2026-08-31
税费支出,en,first-home deed tax 1.5% total 9000 yuan,9000,CNY,first-home deed tax,anchor,2026-08-31
税费支出,zh,香港个人入息课税4000HKD,4000,HKD,入息税,anchor,2026-08-31
税费支出,en,Hong Kong personal assessment tax 4000 HKD,4000,HKD,personal assessment tax,anchor,2026-08-31
税费支出,zh,个税退税到账1200元,1200,CNY,个税退税,anchor,2026-08-31
税费支出,en,personal income tax refund received 1200 yuan,1200,CNY,personal income tax refund,anchor,2026-08-31
税费支出,zh,增值税附加税300块,300,CNY,增值税附加,anchor,2026-08-31
税费支出,en,VAT surcharge 300 bucks,300,CNY,VAT surcharge,anchor,2026-08-31
税费支出,zh,企业所得税汇算清缴补缴5000元,5000,CNY,汇算清缴,anchor,2026-08-31
税费支出,en,corporate income tax annual settlement back payment 5000 yuan,5000,CNY,annual settlement,anchor,2026-08-31
税费支出,zh,香港物业税每月500HKD,500,HKD,物业税,anchor,2026-08-31
税费支出,en,Hong Kong property tax 500 HKD monthly,500,HKD,property tax,anchor,2026-08-31
税费支出,zh,印花税按件贴花5元,5,CNY,贴花,anchor,2026-08-31
税费支出,en,stamp duty per document 5 yuan,5,CNY,stamp per document,anchor,2026-08-31
税费支出,zh,车船税代缴360块,360,CNY,车船税,anchor,2026-08-31
税费支出,en,vehicle and vessel tax agency payment 360 bucks,360,CNY,vehicle and vessel tax,anchor,2026-08-31
税费支出,zh,土地出让金100000元,100000,CNY,土地出让金,anchor,2026-08-31
税费支出,en,land grant fee 100000 yuan,100000,CNY,land grant fee,anchor,2026-08-31
税费支出,zh,香港进出口关税8000HKD,8000,HKD,进出口关税,anchor,2026-08-31
税费支出,en,Hong Kong import-export duty 8000 HKD,8000,HKD,import-export duty,anchor,2026-08-31
税费支出,zh,个税起征点5000元,5000,CNY,起征点,anchor,2026-08-31
税费支出,en,personal income tax threshold 5000 yuan,5000,CNY,tax threshold,anchor,2026-08-31
税费支出,zh,城建税税率7%合计140元,140,CNY,城建税,anchor,2026-08-31
税费支出,en,urban maintenance tax 7% total 140 yuan,140,CNY,urban maintenance tax,anchor,2026-08-31
税费支出,zh,教育附加费税率3%合计60块,60,CNY,教育附加,anchor,2026-08-31
税费支出,en,education surcharge 3% total 60 bucks,60,CNY,education surcharge,anchor,2026-08-31
税费支出,zh,香港薪俸税免税额132000HKD,132000,HKD,免税额,anchor,2026-08-31
税费支出,en,Hong Kong salaries tax allowance 132000 HKD,132000,HKD,tax allowance,anchor,2026-08-31
税费支出,zh,小规模纳税人补交增值税800元,800,CNY,增值税,anchor,2026-08-31
税费支出,en,small taxpayer VAT back payment 800 yuan,800,CNY,value-added tax,anchor,2026-08-31
税费支出,zh,车辆购置税税率10%,10,CNY,购置税税率,anchor,2026-08-31
税费支出,en,vehicle purchase tax rate 10%,10,CNY,purchase tax rate,anchor,2026-08-31
税费支出,zh,契税二套3%共18000元,18000,CNY,二套契税,anchor,2026-08-31
税费支出,en,second-home deed tax 3% total 18000 yuan,18000,CNY,second-home deed tax,anchor,2026-08-31
税费支出,zh,香港利得税税率16.5%,16.5,HKD,利得税率,anchor,2026-08-31
税费支出,en,Hong Kong profits tax rate 16.5%,16.5,HKD,profits tax rate,anchor,2026-08-31
税费支出,zh,个人劳务报酬个税20%,20,CNY,劳务税,anchor,2026-08-31
税费支出,en,personal service income tax 20%,20,CNY,service income tax,anchor,2026-08-31
税费支出,zh,房产税从租计征12%,12,CNY,从租计征,anchor,2026-08-31
税费支出,en,property tax rental basis 12%,12,CNY,rental basis tax,anchor,2026-08-31
税费支出,zh,香港差饷征收率5%,5,HKD,差饷率,anchor,2026-08-31
税费支出,en,Hong Kong rates collection rate 5%,5,HKD,rates collection rate,anchor,2026-08-31
税费支出,zh,增值税专用发票抵扣1000元,1000,CNY,发票抵扣,anchor,2026-08-31
税费支出,en,VAT special invoice deduction 1000 yuan,1000,CNY,invoice deduction,anchor,2026-08-31
税费支出,zh,香港差饷补交3000HKD,3000,HKD,差饷,anchor,2026-08-31
税费支出,en,Hong Kong rates back payment 3000 HKD,3000,HKD,rates,anchor,2026-08-31
工资收入,zh,昨天这个月发工资15000HKD,15000,HKD,月薪,rel:-1,2026-08-30
工资收入,en,yesterday this month's salary paid 15000 HKD,15000,HKD,monthly salary,rel:-1,2026-08-30
工资收入,zh,公司发薪到账8000块,8000,CNY,月薪,anchor,2026-08-31
工资收入,en,company payroll received 8000 bucks,8000,CNY,monthly salary,anchor,2026-08-31
工资收入,zh,上月工资税后到账12000元,12000,CNY,税后工资,anchor,2026-08-31
工资收入,en,last month after-tax salary received 12000 yuan,12000,CNY,after-tax salary,anchor,2026-08-31
工资收入,zh,底薪加提成一共25000块,25000,CNY,底薪提成,anchor,2026-08-31
工资收入,en,base pay plus commission total 25000 bucks,25000,CNY,base pay and commission,anchor,2026-08-31
工资收入,zh,试用期工资发了6000元,6000,CNY,试用期,anchor,2026-08-31
工资收入,en,probation salary paid 6000 yuan,6000,CNY,probation salary,anchor,2026-08-31
工资收入,zh,本周四香港月薪到账20000HKD,20000,HKD,香港月薪,weekday:4,2026-09-03
工资收入,en,this Thursday Hong Kong monthly salary received 20000 HKD,20000,HKD,Hong Kong monthly salary,weekday:4,2026-09-03
工资收入,zh,年终奖发了30000元,30000,CNY,年终奖,anchor,2026-08-31
工资收入,en,year-end bonus paid 30000 yuan,30000,CNY,year-end bonus,anchor,2026-08-31
工资收入,zh,加班费发了800块,800,CNY,加班费,anchor,2026-08-31
工资收入,en,overtime pay paid 800 bucks,800,CNY,overtime pay,anchor,2026-08-31
工资收入,zh,海外月薪到账4000USD,4000,USD,海外月薪,anchor,2026-08-31
工资收入,en,overseas monthly salary received 4000 USD,4000,USD,overseas monthly salary,anchor,2026-08-31
工资收入,zh,绩效奖金发了5000块,5000,CNY,绩效奖,anchor,2026-08-31
工资收入,en,performance bonus paid 5000 bucks,5000,CNY,performance bonus,anchor,2026-08-31
工资收入,zh,8月10日基本工资5000元,5000,CNY,基本工资,ymd:2026-08-10,2026-08-10
工资收入,en,Aug 10 basic salary 5000 yuan,5000,CNY,basic salary,ymd:2026-08-10,2026-08-10
工资收入,zh,岗位津贴2000块,2000,CNY,岗位津贴,anchor,2026-08-31
工资收入,en,position allowance 2000 bucks,2000,CNY,position allowance,anchor,2026-08-31
工资收入,zh,香港底薪18000HKD,18000,HKD,香港底薪,anchor,2026-08-31
工资收入,en,Hong Kong base salary 18000 HKD,18000,HKD,Hong Kong base salary,anchor,2026-08-31
工资收入,zh,全勤奖500元,500,CNY,全勤奖,anchor,2026-08-31
工资收入,en,perfect attendance bonus 500 yuan,500,CNY,perfect attendance bonus,anchor,2026-08-31
工资收入,zh,交通补贴300块,300,CNY,交通补贴,anchor,2026-08-31
工资收入,en,transport allowance 300 bucks,300,CNY,transport allowance,anchor,2026-08-31
工资收入,zh,餐补每月400元,400,CNY,餐补,anchor,2026-08-31
工资收入,en,meal allowance 400 yuan monthly,400,CNY,meal allowance,anchor,2026-08-31
工资收入,zh,8月29日香港房屋津贴5000HKD,5000,HKD,房屋津贴,ymd:2026-08-29,2026-08-29
工资收入,en,Aug 29 Hong Kong housing allowance 5000 HKD,5000,HKD,housing allowance,ymd:2026-08-29,2026-08-29
工资收入,zh,工龄工资200元,200,CNY,工龄工资,anchor,2026-08-31
工资收入,en,seniority pay 200 yuan,200,CNY,seniority pay,anchor,2026-08-31
工资收入,zh,季度奖金10000块,10000,CNY,季度奖,anchor,2026-08-31
工资收入,en,quarterly bonus 10000 bucks,10000,CNY,quarterly bonus,anchor,2026-08-31
工资收入,zh,项目奖金8000元,8000,CNY,项目奖,anchor,2026-08-31
工资收入,en,project bonus 8000 yuan,8000,CNY,project bonus,anchor,2026-08-31
工资收入,zh,今天明天香港双粮出粮都18000HKD,18000,HKD,双粮,"rel:0,1",2026-08-31|2026-09-01
工资收入,en,today and tomorrow Hong Kong double pay received 18000 HKD each,18000,HKD,double pay,"rel:0,1",2026-08-31|2026-09-01
工资收入,zh,夜班补贴500元,500,CNY,夜班补贴,anchor,2026-08-31
工资收入,en,night shift allowance 500 yuan,500,CNY,night shift allowance,anchor,2026-08-31
工资收入,zh,高温补贴300块,300,CNY,高温补贴,anchor,2026-08-31
工资收入,en,high-temperature allowance 300 bucks,300,CNY,high-temperature allowance,anchor,2026-08-31
工资收入,zh,提成奖金15000元,15000,CNY,提成,anchor,2026-08-31
工资收入,en,commission bonus 15000 yuan,15000,CNY,commission,anchor,2026-08-31
工资收入,zh,香港佣金收入10000HKD,10000,HKD,佣金,anchor,2026-08-31
工资收入,en,Hong Kong commission income 10000 HKD,10000,HKD,commission,anchor,2026-08-31
工资收入,zh,十三薪发了8000元,8000,CNY,十三薪,anchor,2026-08-31
工资收入,en,thirteenth-month pay paid 8000 yuan,8000,CNY,thirteenth-month pay,anchor,2026-08-31
工资收入,zh,年终分红50000块,50000,CNY,年终分红,anchor,2026-08-31
工资收入,en,year-end dividend paid 50000 bucks,50000,CNY,year-end dividend,anchor,2026-08-31
工资收入,zh,基本工资加绩效共12000元,12000,CNY,工资绩效,anchor,2026-08-31
工资收入,en,basic salary plus performance total 12000 yuan,12000,CNY,salary and performance,anchor,2026-08-31
工资收入,zh,香港超时补水2000HKD,2000,HKD,超时补贴,anchor,2026-08-31
工资收入,en,Hong Kong overtime allowance 2000 HKD,2000,HKD,overtime allowance,anchor,2026-08-31
工资收入,zh,住房补贴1000元,1000,CNY,住房补贴,anchor,2026-08-31
工资收入,en,housing allowance 1000 yuan,1000,CNY,housing allowance,anchor,2026-08-31
工资收入,zh,上周每天话费补贴100块,100,CNY,话费补贴,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30
工资收入,en,last week daily phone allowance 100 bucks,100,CNY,phone allowance,week:-1,2026-08-24|2026-08-25|2026-08-26|2026-08-27|2026-08-28|2026-08-29|2026-08-30
工资收入,zh,这一周每天出差补贴200元,200,CNY,出差补贴,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06
工资收入,en,this week daily travel allowance 200 yuan,200,CNY,travel allowance,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06
工资收入,zh,香港膳食津贴1500HKD,1500,HKD,膳食津贴,anchor,2026-08-31
工资收入,en,Hong Kong meal allowance 1500 HKD,1500,HKD,meal allowance,anchor,2026-08-31
工资收入,zh,技能津贴500元,500,CNY,技能津贴,anchor,2026-08-31
工资收入,en,skill allowance 500 yuan,500,CNY,skill allowance,anchor,2026-08-31
工资收入,zh,管理津贴2000块,2000,CNY,管理津贴,anchor,2026-08-31
工资收入,en,management allowance 2000 bucks,2000,CNY,management allowance,anchor,2026-08-31
工资收入,zh,销售提成20000元,20000,CNY,销售提成,anchor,2026-08-31
工资收入,en,sales commission 20000 yuan,20000,CNY,sales commission,anchor,2026-08-31
工资收入,zh,香港花红奖金10000HKD,10000,HKD,花红,anchor,2026-08-31
工资收入,en,Hong Kong bonus 10000 HKD,10000,HKD,bonus,anchor,2026-08-31
工资收入,zh,月度优秀员工奖500元,500,CNY,优秀员工,anchor,2026-08-31
工资收入,en,monthly outstanding employee award 500 yuan,500,CNY,outstanding employee award,anchor,2026-08-31
工资收入,zh,半年奖15000块,15000,CNY,半年奖,anchor,2026-08-31
工资收入,en,semi-annual bonus 15000 bucks,15000,CNY,semi-annual bonus,anchor,2026-08-31
工资收入,zh,竞业限制补偿金3000元,3000,CNY,竞业补偿,anchor,2026-08-31
工资收入,en,non-compete compensation 3000 yuan,3000,CNY,non-compete compensation,anchor,2026-08-31
工资收入,zh,香港长期服务金20000HKD,20000,HKD,长期服务金,anchor,2026-08-31
工资收入,en,Hong Kong long service payment 20000 HKD,20000,HKD,long service payment,anchor,2026-08-31
工资收入,zh,产假工资8000元,8000,CNY,产假工资,anchor,2026-08-31
工资收入,en,maternity leave salary 8000 yuan,8000,CNY,maternity leave salary,anchor,2026-08-31
工资收入,zh,病假工资4000块,4000,CNY,病假工资,anchor,2026-08-31
工资收入,en,sick leave salary 4000 bucks,4000,CNY,sick leave salary,anchor,2026-08-31
工资收入,zh,年假工资2000元,2000,CNY,年假工资,anchor,2026-08-31
工资收入,en,annual leave salary 2000 yuan,2000,CNY,annual leave salary,anchor,2026-08-31
工资收入,zh,香港遣散费50000HKD,50000,HKD,遣散费,anchor,2026-08-31
工资收入,en,Hong Kong severance pay 50000 HKD,50000,HKD,severance pay,anchor,2026-08-31
工资收入,zh,转正工资8000元,8000,CNY,转正工资,anchor,2026-08-31
工资收入,en,regularized salary 8000 yuan,8000,CNY,regularized salary,anchor,2026-08-31
工资收入,zh,调薪后每月10000块,10000,CNY,调薪后,anchor,2026-08-31
工资收入,en,after raise monthly pay 10000 bucks,10000,CNY,after raise,anchor,2026-08-31
工资收入,zh,公司发薪日到账12000元,12000,CNY,发薪日,anchor,2026-08-31
工资收入,en,payday salary received 12000 yuan,12000,CNY,payday,anchor,2026-08-31
工资收入,zh,香港月薪税后18000HKD,18000,HKD,税后月薪,anchor,2026-08-31
工资收入,en,Hong Kong after-tax monthly salary 18000 HKD,18000,HKD,after-tax monthly salary,anchor,2026-08-31
工资收入,zh,香港绩效奖到账15000HKD,15000,HKD,绩效奖,anchor,2026-08-31
工资收入,en,Hong Kong performance bonus received 15000 HKD,15000,HKD,performance bonus,anchor,2026-08-31
副业收入,zh,昨天做兼职赚了2000块钱,2000,CNY,兼职,rel:-1,2026-08-30
副业收入,en,yesterday part-time work earned 2000 bucks,2000,CNY,part-time work,rel:-1,2026-08-30
副业收入,zh,接私活收到报酬3000HKD,3000,HKD,接私活,anchor,2026-08-31
副业收入,en,freelance gig payment received 3000 HKD,3000,HKD,freelance gig,anchor,2026-08-31
副业收入,zh,自媒体收益到账500USD,500,USD,自媒体,anchor,2026-08-31
副业收入,en,self-media earnings received 500 USD,500,USD,self-media,anchor,2026-08-31
副业收入,zh,闲鱼卖闲置赚了800元,800,CNY,闲鱼,anchor,2026-08-31
副业收入,en,Xianyu sold stuff earned 800 yuan,800,CNY,Xianyu,anchor,2026-08-31
副业收入,zh,代驾收入1500块,1500,CNY,代驾,anchor,2026-08-31
副业收入,en,designated driver income 1500 bucks,1500,CNY,designated driver,anchor,2026-08-31
副业收入,zh,本周六设计接单赚了4500元,4500,CNY,设计接单,weekday:6,2026-09-05
副业收入,en,this Saturday design gig earned 4500 yuan,4500,CNY,design gig,weekday:6,2026-09-05
副业收入,zh,代购利润2500HKD,2500,HKD,代购,anchor,2026-08-31
副业收入,en,shopping agent profit 2500 HKD,2500,HKD,shopping agent,anchor,2026-08-31
副业收入,zh,理财利息到账300元,300,CNY,理财利息,anchor,2026-08-31
副业收入,en,investment interest received 300 yuan,300,CNY,investment interest,anchor,2026-08-31
副业收入,zh,海外做外包赚1200USD,1200,USD,海外外包,anchor,2026-08-31
副业收入,en,overseas freelance earned 1200 USD,1200,USD,overseas freelance,anchor,2026-08-31
副业收入,zh,跑腿赚了600块,600,CNY,跑腿,anchor,2026-08-31
副业收入,en,errand running earned 600 bucks,600,CNY,errand running,anchor,2026-08-31
副业收入,zh,8月24日摆摊卖货赚了1000元,1000,CNY,摆摊,ymd:2026-08-24,2026-08-24
副业收入,en,Aug 24 stall sales earned 1000 yuan,1000,CNY,stall sales,ymd:2026-08-24,2026-08-24
副业收入,zh,写稿子稿费800块,800,CNY,稿费,anchor,2026-08-31
副业收入,en,writing fee 800 bucks,800,CNY,writing fee,anchor,2026-08-31
副业收入,zh,香港做家教月入5000HKD,5000,HKD,家教,anchor,2026-08-31
副业收入,en,Hong Kong tutoring monthly income 5000 HKD,5000,HKD,tutoring,anchor,2026-08-31
副业收入,zh,网约车司机收入3000元,3000,CNY,网约车,anchor,2026-08-31
副业收入,en,ride-hailing driver income 3000 yuan,3000,CNY,ride-hailing,anchor,2026-08-31
副业收入,zh,翻译兼职赚了2000块,2000,CNY,翻译,anchor,2026-08-31
副业收入,en,translation part-time earned 2000 bucks,2000,CNY,translation,anchor,2026-08-31
副业收入,zh,短视频带货佣金1500元,1500,CNY,带货佣金,anchor,2026-08-31
副业收入,en,short-video affiliate commission 1500 yuan,1500,CNY,affiliate commission,anchor,2026-08-31
副业收入,zh,香港炒股票赚了10000HKD,10000,HKD,炒股,anchor,2026-08-31
副业收入,en,Hong Kong stock trading profit 10000 HKD,10000,HKD,stock trading,anchor,2026-08-31
副业收入,zh,今天明天问卷调查都赚了50元,50,CNY,问卷,"rel:0,1",2026-08-31|2026-09-01
副业收入,en,today and tomorrow survey tasks earned 50 yuan each,50,CNY,survey,"rel:0,1",2026-08-31|2026-09-01
副业收入,zh,配音兼职800块,800,CNY,配音,anchor,2026-08-31
副业收入,en,voice-over part-time 800 bucks,800,CNY,voice-over,anchor,2026-08-31
副业收入,zh,摄影约拍赚了1200元,1200,CNY,约拍,anchor,2026-08-31
副业收入,en,photo shoot earned 1200 yuan,1200,CNY,photo shoot,anchor,2026-08-31
副业收入,zh,香港做freelance赚8000HKD,8000,HKD,自由职业,anchor,2026-08-31
副业收入,en,Hong Kong freelance earned 8000 HKD,8000,HKD,freelance,anchor,2026-08-31
副业收入,zh,外卖骑手收入2500元,2500,CNY,外卖骑手,anchor,2026-08-31
副业收入,en,food delivery rider income 2500 yuan,2500,CNY,food delivery rider,anchor,2026-08-31
副业收入,zh,游戏代练赚了600块,600,CNY,游戏代练,anchor,2026-08-31
副业收入,en,game boosting earned 600 bucks,600,CNY,game boosting,anchor,2026-08-31
副业收入,zh,公众号广告收入2000元,2000,CNY,公众号,anchor,2026-08-31
副业收入,en,WeChat official account ad income 2000 yuan,2000,CNY,WeChat official account,anchor,2026-08-31
副业收入,zh,香港做补习月入6000HKD,6000,HKD,补习,anchor,2026-08-31
副业收入,en,Hong Kong tutoring monthly income 6000 HKD,6000,HKD,tutoring,anchor,2026-08-31
副业收入,zh,二手转卖赚了300元,300,CNY,二手转卖,anchor,2026-08-31
副业收入,en,resale profit 300 yuan,300,CNY,resale,anchor,2026-08-31
副业收入,zh,PPT制作接单500块,500,CNY,PPT接单,anchor,2026-08-31
副业收入,en,PPT gig 500 bucks,500,CNY,PPT gig,anchor,2026-08-31
副业收入,zh,直播打赏收入1000元,1000,CNY,直播打赏,anchor,2026-08-31
副业收入,en,live stream tips income 1000 yuan,1000,CNY,live stream tips,anchor,2026-08-31
副业收入,zh,这一周每天香港散工日结800HKD,800,HKD,散工,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06
副业收入,en,this week daily Hong Kong casual work 800 HKD,800,HKD,casual work,week:0,2026-08-31|2026-09-01|2026-09-02|2026-09-03|2026-09-04|2026-09-05|2026-09-06
副业收入,zh,薅羊毛赚了100元,100,CNY,薅羊毛,anchor,2026-08-31
副业收入,en,deal hunting earned 100 yuan,100,CNY,deal hunting,anchor,2026-08-31
副业收入,zh,小程序开发接单10000块,10000,CNY,小程序开发,anchor,2026-08-31
副业收入,en,mini program dev gig 10000 bucks,10000,CNY,mini program dev,anchor,2026-08-31
副业收入,zh,插画约稿赚了2000元,2000,CNY,插画约稿,anchor,2026-08-31
副业收入,en,illustration commission earned 2000 yuan,2000,CNY,illustration commission,anchor,2026-08-31
副业收入,zh,香港做钟点工月入4000HKD,4000,HKD,钟点工,anchor,2026-08-31
副业收入,en,Hong Kong hourly work monthly income 4000 HKD,4000,HKD,hourly work,anchor,2026-08-31
副业收入,zh,收租收入3000元,3000,CNY,收租,anchor,2026-08-31
